Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Contract Award Type,state,naics
HUDSON-ALPHA INSTITUTE FOR BIOTECHNOLOGY,5/22/15,12/30/15,36099.39,Department of Health and Human Services,PURCHASE ORDER,GA,541711
"PRECISION BIOSERVICES, INC.",3/18/15,4/13/15,3690.8,Department of Health and Human Services,PURCHASE ORDER,GA,541711
"IHRC, INCORPORATED",8/1/15,4/10/18,301028.95,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
"IHRC, INCORPORATED",1/1/15,12/31/19,3663586.94,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
MAGEE-WOMENS RESEARCH INSTITUTE AND FOUNDATION,9/13/13,9/15/14,2671.2,Department of Health and Human Services,PURCHASE ORDER,GA,541711
UNIVERSITY OF ILLINOIS,2/20/13,12/31/17,9000,Department of Health and Human Services,PURCHASE ORDER,GA,541711
LUMINEX CORPORATION,1/1/13,12/31/13,6041.5,Department of Health and Human Services,PURCHASE ORDER,GA,541711
"IHRC, INCORPORATED",8/31/10,10/30/12,157808.45,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
CASE WESTERN RESERVE UNIVERSITY,9/18/09,9/17/19,13826361.27,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
"REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO, THE",9/18/09,9/17/19,8256060,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,9/18/09,9/17/19,8055518.56,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",9/18/09,9/17/19,3579514.36,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
"JOHNS HOPKINS UNIVERSITY, THE",9/18/09,9/17/19,9358357,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
"JOHNS HOPKINS UNIVERSITY, THE",9/18/09,12/17/13,3304391,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
DENVER HEALTH AND HOSPITALS AUTHORITY,9/18/09,9/17/19,4337602.61,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541711
EMORY UNIVERSITY,9/8/15,9/7/20,8973722.2,Department of Defense,DEFINITIVE CONTRACT,GA,541711
"KOLLI, RAMYA",11/6/13,1/5/18,54177.15,Environmental Protection Agency,PURCHASE ORDER,GA,541711
UNIVERSITY OF GEORGIA,5/1/12,7/31/15,11773.51,Environmental Protection Agency,PURCHASE ORDER,GA,541711
"AKESOGEN, INC.",9/19/18,9/30/19,6049896,Department of Veterans Affairs,DELIVERY ORDER,GA,541711
"ARUNA BIOMEDICAL, INC.",2/5/16,2/4/17,186262.7,Environmental Protection Agency,DELIVERY ORDER,GA,541711
"FAMILY PRACTICE INQUIRIES NETWORK CONSORTIUM, INC.",1/1/14,12/31/18,26558,Department of Defense,PURCHASE ORDER,GA,541712
"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",6/20/17,6/19/19,199701,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH RESEARCH CORPORATION,8/31/15,2/28/21,1063858,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"GEOSYNTEC CONSULTANTS, INC.",9/30/13,5/31/18,974895,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",4/19/13,10/18/18,1396296,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"AREA I, INC.",9/28/18,3/31/20,680950.5,Department of Defense,DELIVERY ORDER,GA,541712
"AREA I, INC.",9/28/18,3/31/20,2355706.26,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,12/14/16,12/13/19,751670,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"EARTHLY DYNAMICS, LLC",4/10/17,1/14/21,2734480.73,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"VELOXITI, INC.",3/8/17,3/7/19,999892.8,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"ARGOS INTELLIGENCE, LLC",9/29/12,9/30/14,744269.64,Department of Defense,DEFINITIVE CONTRACT,GA,541712
BLIND TIGER COMMUNICATIONS,9/22/17,9/21/18,755611.91,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"JANUS RESEARCH GROUP, LLC",3/2/17,6/1/19,996457.2,Department of Defense,DEFINITIVE CONTRACT,GA,541712
EMORY UNIVERSITY,3/9/16,7/31/19,6406859.63,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"MAP LARGE, INC.",3/7/14,11/17/15,1492394.88,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,9/10/18,6/21/20,3139014.71,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,8/15/18,12/31/20,1710500,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,4/26/13,10/24/18,3074885.93,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,9/24/12,12/22/17,1592141.87,Department of Defense,DEFINITIVE CONTRACT,GA,541712
OTOGENETICS CORPORATION,12/30/14,6/29/16,45846,Department of Defense,PURCHASE ORDER,GA,541712
PHOSPHORTECH CORPORATION,6/29/17,9/29/20,1149992.71,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"PROPAGATION RESEARCH ASSOCIATES, INC.",9/3/15,5/2/18,1492576.41,Department of Defense,DEFINITIVE CONTRACT,GA,541712
MISSISSIPPI STATE UNIVERSITY,5/31/17,1/7/23,18292581.41,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"PROPAGATION RESEARCH ASSOCIATES, INC.",5/25/17,5/24/19,139938,Department of Defense,PURCHASE ORDER,GA,541712
"JANUS RESEARCH GROUP, LLC",7/14/17,7/31/19,2954731.98,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"CORRDESA, LLC",9/27/17,9/5/20,990298.03,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"VELOXITI, INC.",6/7/11,9/5/15,4476223.09,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,7/30/10,12/31/13,4799733.13,Department of Defense,DEFINITIVE CONTRACT,GA,541712
EMORY UNIVERSITY,3/1/15,2/28/17,49512.5,Department of Veterans Affairs,PURCHASE ORDER,GA,541712
EMORY UNIVERSITY,10/28/16,2/6/18,58897.43,Department of Veterans Affairs,DELIVERY ORDER,GA,541712
ZONO SERVICES LLC,6/9/17,1/30/18,96750,National Aeronautics and Space Administration,PURCHASE ORDER,GA,541712
"AREA I, INC.",5/6/16,5/5/18,740489,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,GA,541712
NATIONAL INSTITUTE OF AEROSPACE ASSOCIATES,4/11/17,4/30/18,390837,National Aeronautics and Space Administration,DELIVERY ORDER,GA,541712
GEORGIA TECH RESEARCH CORPORATION,9/30/16,7/1/18,625804,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,GA,541712
"CORRDESA, LLC",9/22/16,2/5/21,1577525,Department of Defense,DEFINITIVE CONTRACT,GA,541712
BIG NERD RANCH LLC,6/15/16,6/15/17,136228.25,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,5/4/18,5/3/19,2196968.16,Department of Defense,DELIVERY ORDER,GA,541712
"PREMIER SUPREME SOLUTIONS, LLC",7/31/17,8/21/18,59831,Department of Defense,PURCHASE ORDER,GA,541712
"ZHANG, WEI",5/17/17,5/31/19,136800,Department of Defense,PURCHASE ORDER,GA,541712
"ZHANG, WEI",5/31/17,5/31/18,68520,Department of Defense,PURCHASE ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,5/4/17,5/3/18,878045.88,Department of Defense,DELIVERY ORDER,GA,541712
"INTEGRATED SCIENCE & TECHNOLOGY, INC.",5/25/17,5/31/20,60871,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,11/26/14,2/27/19,2822801,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH RESEARCH CORPORATION,3/9/16,3/9/18,405000,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,9/25/17,9/24/20,2344325,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,9/30/16,4/3/19,294239,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,8/3/16,8/2/21,1624618,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"CORRDESA, LLC",2/1/16,9/7/19,1234208,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,9/11/15,4/1/19,540000,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH RESEARCH CORPORATION,5/14/15,5/14/20,9663191.38,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"GLOBAL TECHNOLOGY CONNECTION, INC.",7/15/15,1/30/19,749311,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH RESEARCH CORPORATION,4/17/14,9/30/18,2196785,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"CORRDESA, LLC",3/21/13,6/21/15,695181.02,Department of Defense,DEFINITIVE CONTRACT,GA,541712
SCIENTIFIC RESEARCH CORPORATION,9/19/17,11/19/17,5000,Department of Defense,DELIVERY ORDER,GA,541712
"GERRIN, WESLEY",3/18/16,4/3/18,5364.52,Department of the Interior,PURCHASE ORDER,GA,541712
"SPACEWORKS ENTERPRISES, INC.",6/19/17,1/18/19,997699,Department of the Interior,DEFINITIVE CONTRACT,GA,541712
"SPACEWORKS ENTERPRISES, INC.",7/27/16,6/15/17,149200,Department of the Interior,DEFINITIVE CONTRACT,GA,541712
MAVRIC SEMICONDUCTOR INC,4/29/16,1/28/17,99589,Department of the Interior,DEFINITIVE CONTRACT,GA,541712
SYNPLOID BIOTEK LLC,1/15/15,7/14/17,999350.15,Department of the Interior,DEFINITIVE CONTRACT,GA,541712
"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",8/29/16,11/28/17,529335.22,Department of Homeland Security,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,10/1/17,9/30/21,2133749,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,5/27/16,11/12/20,9521734,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,3/27/14,12/14/18,5461483,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,11/30/18,3/31/21,2696919,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,12/20/18,9/30/20,285000,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,10/29/18,3/29/21,1895252,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,8/22/18,12/31/19,3387000,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,3/21/18,12/31/21,10178450,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,5/15/17,6/30/20,8400000,Department of Defense,DELIVERY ORDER,GA,541712
BINERGY SCIENTIFIC INC.,9/27/17,6/30/20,1008537.16,Department of Defense,DEFINITIVE CONTRACT,GA,541712
"ENGENIUSMICRO, LLC",8/16/17,8/15/20,990976,Department of Defense,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,5/31/18,6/4/19,1333000,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,9/27/17,9/27/18,340000,Department of Defense,DELIVERY ORDER,GA,541712
GEORGIA TECH APPLIED RESEARCH CORPORATION,5/9/17,9/28/18,419907,Department of Defense,DELIVERY ORDER,GA,541712
AUGUSTA UNIVERSITY,5/13/14,3/27/19,1336958.71,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
EMORY UNIVERSITY,9/15/17,7/31/20,894011,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/15/16,6/30/18,629718.94,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/30/15,9/30/17,483927.72,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,11/1/07,9/30/17,19234631.11,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
EMORY UNIVERSITY,1/3/18,9/1/23,2242262,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/13/17,6/30/20,258117,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,7/26/17,3/31/21,4321093,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,7/12/17,10/31/19,731976,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,6/20/17,12/31/19,1209390.27,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,4/19/17,7/31/21,633761,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,12/14/16,7/15/20,2625763,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/19/16,6/30/19,1285614.38,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,7/18/16,7/11/17,406283.24,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,6/14/16,1/31/22,3169535,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,4/7/16,12/15/20,2712053,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,10/29/15,11/30/19,1054727,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/2/15,1/31/23,3916905.67,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,6/23/15,10/31/19,869835.27,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,6/22/15,10/31/20,5028177,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/8/14,9/30/20,1363998.9,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,7/10/14,2/28/18,920820.32,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,9/16/13,9/15/14,168390.13,Department of Health and Human Services,DELIVERY ORDER,GA,541712
EMORY UNIVERSITY,5/1/15,7/31/18,7363446,Department of Health and Human Services,DELIVERY ORDER,GA,541712
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,9/25/17,4/30/19,100000,Department of Health and Human Services,PURCHASE ORDER,GA,541712
"PERKINELMER HEALTH SCIENCES, INC",8/31/17,8/30/18,10920,Department of Health and Human Services,PURCHASE ORDER,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/29/17,9/28/20,2902217,Department of Health and Human Services,BPA CALL,GA,541712
"ICF INCORPORATED, L.L.C.",9/30/17,9/29/20,1876843.43,Department of Health and Human Services,BPA CALL,GA,541712
"OHIO STATE UNIVERSITY, THE",9/29/17,3/31/19,693598,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH RESEARCH CORPORATION,9/22/17,6/30/19,362668,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
GEORGIA TECH RESEARCH CORPORATION,9/22/17,3/31/19,301682,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"COPIAL BUSINESS STRATEGISTS, LLC",9/30/17,9/29/20,434418.8,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
LYNNTECH INC.,9/4/17,4/3/20,999999,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"GINER, INC.",9/5/17,3/4/20,999518,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"IHRC, INCORPORATED",9/20/17,9/19/20,3689252.2,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",4/17/17,4/16/22,1530000,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"AGENA BIOSCIENCE, INC.",7/1/16,6/30/20,139200,Department of Health and Human Services,PURCHASE ORDER,GA,541712
MCKING CONSULTING CORPORATION,9/2/16,9/14/17,654423,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"TOTAL SOLUTIONS, INC.",9/2/16,3/15/19,1753729.01,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
"RUMPH & ASSOCIATES, P.C.",7/1/16,3/31/21,1059605.88,Department of Health and Human Services,DELIVERY ORDER,GA,541712
MISCELLANEOUS FOREIGN AWARDEES,8/14/15,8/14/15,0,Department of Health and Human Services,PURCHASE ORDER,GA,541712
BATTELLE MEMORIAL INSTITUTE,9/30/15,9/29/18,504119,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/28/15,9/27/20,1967360,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/29/15,9/27/20,6160707,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/25/15,3/24/20,2380614,Department of Health and Human Services,BPA CALL,GA,541712
"ICF INCORPORATED, L.L.C.",9/23/15,9/22/18,334814,Department of Health and Human Services,BPA CALL,GA,541712
"ICF INCORPORATED, L.L.C.",9/15/15,9/14/19,149437.92,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/15/15,9/14/16,51523.16,Department of Health and Human Services,BPA CALL,GA,541712
BATTELLE MEMORIAL INSTITUTE,9/15/15,3/15/16,338259.34,Department of Health and Human Services,BPA CALL,GA,541712
"ICF INCORPORATED, L.L.C.",8/3/15,2/28/20,1532296,Department of Health and Human Services,BPA CALL,GA,541712
"IHRC, INCORPORATED",9/30/15,9/14/21,3043494.36,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
MCKING CONSULTING CORPORATION,9/28/15,9/27/20,6946687.87,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
EMORY UNIVERSITY,7/1/14,6/30/15,99999.97,Department of Health and Human Services,PURCHASE ORDER,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/26/14,12/25/16,373512.43,Department of Health and Human Services,BPA CALL,GA,541712
BATTELLE MEMORIAL INSTITUTE,9/29/14,6/28/20,55035646.71,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/29/14,12/28/16,2127486.97,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/25/14,9/24/17,1239208.6,Department of Health and Human Services,BPA CALL,GA,541712
"ICF INCORPORATED, L.L.C.",9/25/14,9/24/19,10135649.33,Department of Health and Human Services,BPA CALL,GA,541712
"WESTAT, INC.",9/25/14,10/25/15,238324.22,Department of Health and Human Services,BPA CALL,GA,541712
"WESTAT, INC.",9/17/14,9/14/19,2098845,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/15/14,9/14/19,2113016,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,8/27/14,9/30/16,2217507.62,Department of Health and Human Services,BPA CALL,GA,541712
ABT ASSOCIATES INC.,8/19/14,8/31/19,15706841,Department of Health and Human Services,BPA CALL,GA,541712
BATTELLE MEMORIAL INSTITUTE,7/25/14,9/30/20,1379272,Department of Health and Human Services,BPA CALL,GA,541712
"ICF INCORPORATED, L.L.C.",7/15/14,8/27/19,4089566,Department of Health and Human Services,BPA CALL,GA,541712
ANYAR INC.,9/5/13,9/8/14,78754.5,Department of Health and Human Services,PURCHASE ORDER,GA,541712
"SRA INTERNATIONAL, INC.",9/30/13,9/29/18,2511388.83,Department of Health and Human Services,BPA CALL,GA,541712
"WESTAT, INC.",9/25/13,5/31/15,1451838.68,Department of Health and Human Services,BPA CALL,GA,541712
RESEARCH TRIANGLE INSTITUTE,9/26/13,3/31/17,1229284.02,Department of Health and Human Services,BPA CALL,GA,541712
BATTELLE MEMORIAL INSTITUTE,9/10/13,9/9/18,31774756.97,Department of Health and Human Services,BPA CALL,GA,541712
"RAND CORPORATION, THE",6/23/13,6/30/14,47669,Department of Health and Human Services,BPA CALL,GA,541712
"HEKTOEN INSTITUTE FOR MEDICAL RESEARCH, THE",9/6/12,9/5/14,270347,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
P3S CORPORATION,9/1/12,8/18/18,388425.08,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER OF SAN ANTONIO,7/23/12,9/28/13,97701.85,Department of Health and Human Services,DELIVERY ORDER,GA,541712
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER OF SAN ANTONIO,9/30/11,7/31/16,132055.56,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"SCIMETRIKA, LLC",9/21/12,5/28/14,289683.88,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"SCIMETRIKA, LLC",9/29/11,3/31/13,554347.46,Department of Health and Human Services,DELIVERY ORDER,GA,541712
P3S CORPORATION,9/6/11,9/7/16,224800.9,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
EMORY UNIVERSITY,9/29/11,9/28/20,4433578.39,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"M.H. CHEW AND ASSOCIATES, INC.",9/13/13,9/12/14,59912.52,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"M.H. CHEW AND ASSOCIATES, INC.",9/12/12,9/11/13,59833.01,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"M.H. CHEW AND ASSOCIATES, INC.",9/19/11,9/18/12,214136,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"S C & A, INC.",9/10/14,9/9/15,64657,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"S C & A, INC.",1/13/14,2/28/14,200000,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"S C & A, INC.",9/29/12,9/29/13,58112,Department of Health and Human Services,DELIVERY ORDER,GA,541712
"S C & A, INC.",9/12/12,9/11/13,54084,Department of Health and Human Services,DELIVERY ORDER,GA,541712
P3S CORPORATION,8/22/11,6/30/16,5005368.9,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
P3S CORPORATION,8/1/11,7/31/16,2957644.13,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
P3S CORPORATION,2/8/11,10/18/13,9817.64,Department of Health and Human Services,DEFINITIVE CONTRACT,GA,541712
